labels,cnt
3,12
3,115
1,146
2,147
1,144
1,501
0,69
2,13
2,299
3,115
3,121
0,164
3,31
0,238
4,100
2,60
0,93
0,46
2,77
4,131
4,282
1,59
4,29
2,273
1,220
0,51
0,117
2,41
4,77
3,22
3,115
3,126
0,167
4,74
0,33
0,55
4,133
0,154
0,160
1,131
2,145
0,35
3,18
2,54
4,435
1,40
2,24
2,187
1,109
1,54
3,16
4,67
3,101
3,94
0,112
0,94
1,46
0,96
4,98
0,202
1,70
2,85
4,41
2,158
0,107
2,348
4,252
1,85
4,25
1,154
2,29
1,330
3,65
4,88
1,191
0,406
2,232
0,459
1,91
3,149
1,75
3,405
1,79
4,116
2,424
3,140
0,70
4,44
2,155
2,130
1,22
4,90
1,58
4,41
0,74
1,179
4,163
4,34
0,221
2,91
4,64
1,163
4,34
3,139
0,203
3,257
4,38
3,79
1,90
0,63
4,59
3,43
1,80
4,34
1,77
2,126
0,115
0,122
4,135
2,99
2,72
0,283
0,60
0,110
0,216
1,305
1,437
3,893
0,117
3,67
4,95
0,35
0,261
2,198
2,58
1,312
3,67
4,20
2,354
1,49
0,58
2,211
1,64
2,132
3,35
4,85
2,441
3,17
1,149
4,104
3,63
4,36
2,171
4,39
0,194
3,45
1,30
4,58
0,153
2,172
2,50
4,336
2,48
0,46
1,36
1,92
4,21
4,78
1,85
3,128
0,36
2,67
4,120
2,26
2,107
4,158
0,94
4,37
3,20
3,105
4,26
4,31
0,44
2,57
3,81
2,56
4,21
2,48
0,276
3,154
4,37
4,297
0,463
3,160
0,57
4,72
2,43
3,43
1,196
3,203
3,79
4,87
2,401
4,181
1,23
0,245
4,149
1,103
0,66
2,333
1,42
0,385
1,145
0,55
2,28
0,155
1,557
2,63
4,61
4,101
1,46
4,35
0,158
2,39
3,201
0,59
0,23
3,125
2,69
4,105
1,72
4,74
2,35
2,43
2,34
2,59
1,59
1,165
0,55
4,101
4,114
1,419
0,72
2,31
3,77
0,189
1,343
3,645
4,20
0,28
3,116
2,133
0,44
2,46
2,29
2,332
1,78
3,41
3,54
4,37
2,43
1,67
1,62
4,41
3,98
1,57
1,100
3,78
1,33
4,23
3,49
4,27
0,292
3,148
4,195
3,154
1,284
0,25
1,100
3,56
4,26
4,45
3,82
1,67
1,52
1,38
4,110
4,74
4,16
1,254
3,95
4,20
4,22
3,115
3,68
2,64
4,43
0,308
0,48
0,252
3,31
3,59
1,115
1,365
2,238
4,21
3,133
4,39
4,36
3,324
1,73
2,19
2,235
1,161
3,128
4,205
3,123
3,63
0,102
1,91
2,69
1,27
4,140
0,69
4,49
0,50
0,145
2,28
1,87
4,26
2,39
1,100
3,87
2,115
2,31
0,16
1,181
4,267
0,55
3,109
3,113
0,214
0,106
4,80
0,924
0,306
0,76
4,130
3,30
0,328
0,115
4,27
1,224
3,74
1,156
0,220
4,71
1,108
2,76
2,76
0,129
0,279
1,45
2,95
4,168
3,140
3,60
4,92
1,274
3,70
1,121
2,181
0,148
2,127
3,44
2,194
4,26
4,89
2,159
3,44
1,324
3,77
0,81
2,69
3,22
0,83
1,419
3,253
2,137
1,198
3,98
1,188
1,25
1,42
2,27
3,49
1,92
2,88
3,69
2,40
2,178
2,47
2,236
0,89
4,80
4,53
3,92
1,311
1,185
4,106
1,36
4,40
1,29
0,102
2,29
3,103
4,39
3,14
1,25
2,58
0,26
1,93
1,60
1,213
0,67
0,57
1,33
0,55
0,88
4,49
4,52
1,158
0,85
3,137
2,36
0,40
4,587
2,213
0,83
3,190
2,42
0,132
0,80
0,85
2,46
2,163
4,58
0,59
1,37
3,18
4,123
4,43
1,40
1,126
3,35
4,26
0,110
3,137
0,184
1,189
4,156
4,28
0,307
0,549
2,98
1,22
1,52
4,99
3,25
0,131
3,73
0,45
1,43
3,107
0,89
4,32
4,84
1,179
3,42
2,52
4,293
4,175
4,45
1,64
4,53
4,30
0,85
0,174
0,246
4,52
1,105
3,45
2,144
0,263
4,114
4,71
0,114
2,16
4,46
1,363
3,56
1,91
2,25
4,80
1,56
2,11
4,66
2,98
0,222
3,29
3,210
1,63
3,49
1,75
1,128
2,159
4,40
3,140
2,76
2,19
1,84
0,56
2,209
4,50
1,104
1,75
3,267
2,63
2,118
0,67
4,23
2,91
1,57
2,69
2,44
2,192
2,137
4,27
2,105
4,93
2,128
2,27
4,12
0,694
0,101
2,48
2,105
1,111
1,313
2,185
4,37
0,99
3,139
0,67
3,198
1,71
2,335
0,198
3,126
0,43
3,207
1,41
4,33
2,97
1,75
2,252
1,201
1,207
0,313
4,24
1,173
0,100
3,122
4,61
2,48
0,148
4,51
3,114
4,55
2,145
2,26
0,55
4,53
1,119
3,167
1,189
4,180
3,187
3,71
1,98
3,66
1,577
1,230
3,85
4,17
0,271
1,204
3,115
2,92
2,111
4,62
4,69
4,30
2,58
0,52
0,34
0,73
2,334
2,249
0,169
2,254
0,113
2,175
1,367
4,25
2,217
1,28
0,84
4,29
0,40
3,163
2,591
4,91
2,30
4,35
0,110
1,253
4,17
4,76
4,97
4,39
3,253
4,36
2,262
4,50
0,156
1,99
3,98
4,41
2,139
1,83
1,99
2,89
2,186
2,134
2,354
2,106
4,344
4,45
2,57
2,174
0,31
4,76
3,296
2,79
0,124
3,202
4,74
0,203
0,144
4,191
4,28
0,508
1,138
2,273
3,185
2,612
2,110
0,184
0,73
0,78
4,89
1,80
0,276
1,95
3,40
4,55
3,260
3,24
3,38
1,179
0,169
0,312
0,304
0,44
3,95
1,23
1,71
1,606
2,192
4,122
4,221
2,85
2,155
3,92
1,187
0,550
4,7
3,187
3,32
1,224
0,50
3,120
0,487
1,26
1,146
4,25
2,21
1,27
2,121
1,115
2,66
1,192
3,34
4,45
0,44
0,74
3,49
1,105
4,44
3,49
3,17
2,68
0,31
3,88
4,897
3,148
0,364
1,76
2,186
4,130
0,47
1,185
1,43
3,48
1,109
1,98
4,40
0,139
0,100
2,50
2,86
1,207
3,156
0,124
0,55
0,112
2,142
1,148
4,43
3,76
4,54
4,64
0,170
0,71
1,270
3,74
1,774
3,115
4,70
3,52
0,228
4,39
1,87
0,254
4,63
3,158
0,122
1,83
2,78
0,140
3,30
2,286
0,26
0,153
0,253
2,171
1,214
4,25
1,92
3,56
3,218
1,28
2,72
1,164
1,163
4,42
3,346
4,22
2,48
0,9
1,83
4,137
4,56
3,22
3,212
0,45
2,127
2,113
2,91
0,52
2,65
4,121
3,52
2,176
3,60
3,148
3,225
2,136
2,27
1,27
2,111
2,144
2,108
4,55
0,123
0,161
0,302
1,112
3,73
1,198
3,200
2,179
3,43
1,389
1,295
0,83
3,192
0,31
3,107
0,113
0,181
2,81
4,88
0,145
2,54
3,209
4,22
0,195
4,229
3,146
4,242
2,169
2,38
4,205
3,118
1,98
0,185
4,135
0,66
1,29
4,79
0,356
1,213
0,57
0,100
0,211
2,44
2,509
4,135
3,24
1,299
0,258
2,85
0,65
4,56
1,86
0,101
0,364
4,126
1,57
3,200
0,307
4,141
2,147
1,81
1,758
2,94
0,101
3,129
2,33
2,154
3,37
0,144
3,53
2,83
4,57
4,25
2,19
4,265
4,43
4,31
1,260
4,185
2,128
3,119
1,187
3,45
2,104
2,60
4,66
2,62
1,33
4,106
3,62
3,90
1,205
2,112
0,108
3,42
3,80
0,212
0,288
1,162
3,81
1,116
4,50
0,328
4,95
1,177
4,42
2,96
1,255
2,35
4,18
4,23
2,29
1,279
3,13
3,261
3,70
1,58
1,111
2,85
2,55
0,189
1,54
1,32
0,103
2,60
2,749
3,105
3,76
1,117
3,20
2,295
2,148
0,43
0,184
2,144
3,143
0,63
2,46
1,108
0,22
1,39
2,43
2,72
3,30
2,102
0,165
4,85
0,299
3,55
4,271
0,61
2,45
4,64
1,105
0,98
3,261
3,54
2,44
0,51
0,313
3,174
1,38
3,120
0,121
3,121
3,73
0,204
1,139
1,38
1,51
1,169
3,80
2,75
0,128
4,20
3,67
1,63
3,47
1,71
3,118
4,98
4,20
0,152
0,76
0,41
4,52
1,41
1,358
3,73
2,112
4,8
4,116
4,41
4,278
4,68
1,212
4,77
1,342
2,92
1,8
0,278
3,169
3,35
0,56
4,25
1,111
2,29
0,198
0,172
4,29
0,57
0,34
1,53
3,106
4,146
2,120
1,52
0,54
3,19
3,59
0,234
2,43
2,115
3,58
1,491
4,60
1,108
0,103
0,22
0,77
3,94
3,571
0,21
1,123
4,380
1,95
3,274
1,68
3,15
1,188
4,180
1,160
4,22
1,42
3,191
3,80
2,155
4,24
4,47
3,45
1,45
3,77
4,175
4,17
4,88
2,143
2,128
1,114
1,311
3,46
3,53
1,182
4,18
1,93
0,40
0,101
0,42
4,42
2,232
4,102
0,110
3,54
2,41
3,66
2,80
4,100
0,139
3,91
1,50
0,82
0,61
2,87
0,46
3,323
2,248
3,22
3,140
4,26
0,290
2,337
0,152
1,32
4,62
3,34
3,153
3,39
4,50
4,88
2,206
4,57
3,81
1,349
0,190
3,123
0,316
0,199
1,374
2,249
2,99
4,44
2,117
3,17
4,123
2,278
4,55
1,187
3,48
4,155
4,17
3,43
4,113
3,184
2,101
0,298
1,104
0,91
4,38
3,598
1,133
2,201
2,207
2,46
2,99
4,113
2,60
0,191
2,258
3,38
0,64
1,82
0,25
3,36
0,113
0,104
1,30
2,287
1,180
2,155
3,114
2,114
1,93
1,141
4,19
0,544
2,52
1,276
3,72
2,176
4,77
1,44
3,15
3,54
1,126
1,166
3,121
0,274
3,148
1,24
4,66
4,73
0,99
3,191
1,85
4,21
2,216
2,26
0,28
1,190
3,45
0,89
4,135
2,36
3,24
0,157
4,72
2,124
2,120
2,152
3,161
0,44
0,27
3,102
1,87
3,179
1,41
2,108
3,27
4,83
2,97
3,118
1,675
4,88
4,63
3,65
1,113
0,78
3,106
4,63
4,50
1,128
4,120
0,36
2,71
3,86
2,246
4,17
1,127
4,38
0,42
3,208
1,174
3,173
1,63
3,351
2,413
0,156
4,44
1,52
4,112
0,50
2,52
4,126
2,149
3,104
3,182
0,370
4,101
1,944
2,110
2,46
2,36
4,27
0,226
1,67
3,128
0,180
3,57
1,80
4,113
3,100
0,571
0,305
3,529
2,40
0,121
2,229
2,149
1,131
3,28
1,49
0,36
3,36
2,77
3,41
4,737
0,937
1,149
0,186
2,156
1,280
4,51
1,97
4,59
2,145
0,148
2,189
4,110
0,535
1,87
2,54
0,207
0,123
2,191
4,21
0,83
1,60
3,147
2,291
4,37
0,69
1,218
0,24
4,68
1,51
0,33
4,35
0,428
2,128
3,144
0,198
1,32
4,91
4,80
1,124
4,37
4,51
4,84
3,150
3,130
3,61
4,18
4,19
2,38
3,76
0,29
4,229
1,124
4,16
3,42
4,77
0,110
1,143
4,60
1,165
0,29
0,64
2,61
0,88
1,40
0,99
2,163
4,202
3,266
2,42
1,49
2,33
0,137
0,87
4,48
0,938
4,70
3,149
0,122
1,74
0,76
0,328
2,94
4,39
0,46
4,64
2,322
3,94
1,219
3,24
3,298
3,79
3,55
1,78
4,38
3,46
0,160
4,164
2,12
1,87
4,89
2,19
4,48
3,134
3,260
4,13
2,239
0,109
2,47
3,65
2,277
2,94
1,114
2,126
2,818
2,451
3,161
1,100
3,65
0,216
4,22
1,72
2,72
3,11
0,437
1,60
1,186
3,43
1,33
2,18
0,185
3,66
3,100
1,21
0,170
1,135
3,175
2,34
2,495
2,58
0,18
4,44
1,45
4,16
3,26
1,131
4,54
0,213
4,128
3,17
4,44
4,42
4,83
3,169
3,237
3,42
0,112
4,62
0,40
1,57
0,322
2,203
1,22
3,114
0,185
4,54
3,46
1,125
1,101
2,100
4,161
3,155
2,120
0,180
2,77
2,162
2,136
1,108
1,94
2,159
2,104
1,351
0,131
0,150
4,162
4,21
0,307
2,57
4,141
2,103
1,68
3,52
3,66
0,113
3,179
0,30
4,22
3,77
1,269
1,79
2,52
1,31
3,279
2,77
2,675
2,128
1,145
3,31
4,30
2,656
4,312
1,182
4,77
0,58
1,36
3,71
2,183
3,104
4,63
0,55
1,332
3,64
4,47
2,295
1,214
0,17
4,195
2,66
0,54
3,30
0,105
2,197
4,53
0,29
4,145
1,86
1,859
1,223
1,54
0,90
2,27
0,97
1,35
2,20
2,195
3,114
4,31
4,36
1,149
1,148
0,53
2,108
0,177
4,42
0,304
0,47
0,203
3,85
4,50
3,20
2,576
0,67
4,37
1,209
0,125
4,178
3,172
1,55
3,191
3,33
4,421
4,37
1,73
4,47
2,187
2,151
1,83
3,15
4,39
0,253
1,20
3,84
3,109
4,36
0,648
2,142
2,119
3,24
4,73
2,234
2,334
3,58
2,167
0,104
4,104
4,61
3,281
2,230
1,75
0,104
4,47
4,26
0,191
3,62
3,94
3,57
1,42
3,281
3,361
2,141
4,57
0,120
4,95
3,151
0,185
1,36
2,65
0,98
4,28
4,27
3,25
3,74
4,24
2,51
1,100
2,86
0,190
4,179
0,149
3,80
3,130
2,78
0,136
2,41
3,54
0,209
2,31
2,35
3,79
4,164
1,91
2,66
4,145
1,288
0,135
1,335
0,316
1,301
4,42
3,56
3,162
4,24
3,64
4,40
0,40
1,241
1,139
3,96
2,48
0,44
3,97
1,65
2,75
2,63
3,35
1,438
4,45
0,92
1,127
2,98
3,66
2,84
2,98
2,47
1,45
3,124
3,124
1,76
2,71
1,21
4,65
1,110
3,84
4,19
2,117
4,118
2,87
3,82
1,54
4,81
3,61
3,30
1,82
4,56
3,16
1,150
1,625
4,540
3,262
2,67
3,96
4,78
2,60
0,104
1,135
1,161
3,99
3,95
4,145
4,73
2,126
4,105
1,53
2,183
0,131
4,20
3,132
1,78
2,262
2,53
4,218
4,372
1,44
4,109
3,115
1,184
4,23
2,341
2,125
2,206
2,49
0,173
3,21
4,46
3,78
4,73
3,90
1,198
0,42
1,85
3,15
2,294
1,269
3,260
0,33
2,126
1,282
4,71
4,109
2,135
0,204
2,64
3,19
3,969
1,283
2,114
4,218
2,239
3,232
0,22
1,77
0,105
4,105
4,28
3,21
2,234
2,101
2,9
0,347
3,106
0,248
2,27
2,71
0,35
3,66
3,403
2,11
3,126
2,41
2,113
2,132
4,48
2,260
1,19
4,57
4,123
3,99
2,39
1,32
3,281
0,84
2,280
1,160
0,124
4,360
3,30
1,160
1,135
2,172
3,56
3,19
1,212
4,22
0,72
0,96
4,29
1,23
2,183
4,86
1,44
4,108
1,60
1,113
4,53
0,841
0,63
2,56
1,597
2,86
4,81
3,108
4,192
1,27
4,61
2,58
1,289
0,93
1,76
0,112
1,67
3,59
1,362
4,36
4,27
1,109
1,36
1,27
4,51
1,112
2,14
2,116
2,276
3,237
0,391
3,161
0,142
4,101
1,34
0,75
4,194
2,105
4,27
3,111
3,95
3,50
0,58
0,51
2,158
4,545
0,216
2,216
3,104
0,191
0,120
1,24
3,33
0,84
0,310
4,85
1,82
4,22
0,62
2,59
3,92
2,129
1,257
3,86
0,159
0,152
2,156
3,92
2,50
3,173
4,303
2,140
2,122
1,431
2,96
3,49
2,130
0,74
4,60
0,49
1,100
0,309
0,112
0,299
3,36
3,209
0,160
1,65
1,78
0,191
3,112
4,24
2,194
2,130
2,27
2,112
2,111
1,204
4,191
4,34
2,104
3,62
1,219
1,111
3,21
2,168
3,129
2,78
2,40
4,21
0,135
0,116
4,20
3,25
1,144
2,49
2,104
4,129
2,51
0,127
2,126
3,176
1,112
3,37
4,265
4,40
2,76
2,614
0,29
4,57
1,68
2,996
3,50
1,167
3,61
3,243
4,249
3,78
1,200
0,20
2,61
2,33
0,192
3,172
3,139
0,56
1,128
4,70
2,37
4,21
3,114
0,68
3,32
3,48
4,63
1,54
1,445
3,18
4,361
1,285
1,165
1,203
4,38
2,113
1,100
3,117
2,65
2,117
2,63
3,68
4,26
3,138
0,130
0,75
2,164
4,66
1,366
1,684
4,41
1,88
3,259
4,19
2,217
1,74
4,55
4,62
2,182
3,81
0,84
1,168
1,104
1,67
2,47
0,39
2,45
4,60
0,24
1,24
0,357
2,101
2,194
3,63
0,75
3,63
0,201
4,31
1,78
1,121
4,15
1,39
4,142
1,64
2,40
2,210
0,114
1,86
1,259
2,38
2,91
2,90
4,127
0,14
1,33
4,24
1,346
1,168
4,84
1,49
1,66
4,65
3,46
4,57
1,175
1,41
0,958
0,33
0,34
4,82
0,41
1,197
1,510
2,133
4,19
4,46
0,85
1,24
1,314
3,118
4,76
2,71
1,121
3,34
3,49
0,34
3,20
4,35
1,62
3,48
0,135
1,44
1,154
1,309
3,335
0,37
0,63
4,30
0,338
0,168
1,122
4,249
3,221
1,6
3,150
1,265
0,114
1,72
3,45
0,125
4,35
0,90
2,187
2,37
1,92
0,57
3,22
1,68
0,31
4,89
4,39
1,35
1,112
4,122
4,68
1,33
3,71
1,205
2,27
1,56
1,67
0,77
4,141
0,52
1,89
4,94
1,86
0,107
3,97
2,44
3,224
0,401
3,217
0,128
3,206
4,49
4,42
4,43
4,22
0,52
1,136
3,115
3,214
2,48
0,64
2,87
1,165
4,76
4,21
2,99
0,89
0,572
4,36
0,126
2,201
1,70
0,163
0,102
3,79
0,57
1,246
3,45
0,77
0,181
1,38
1,248
4,87
4,71
3,28
3,147
2,127
1,85
1,71
0,28
2,454
4,54
4,48
0,62
3,11
3,26
3,102
0,55
3,97
4,88
4,19
3,88
3,91
4,70
2,126
1,211
2,55
4,76
4,729
4,22
0,315
4,234
2,70
0,100
2,259
4,34
3,213
2,176
0,43
2,45
4,54
2,181
2,231
0,177
0,227
1,98
1,116
2,105
2,118
1,120
1,269
2,257
1,145
2,33
1,215
4,262
3,144
1,254
0,59
3,72
0,60
2,163
3,25
0,48
1,32
2,88
4,277
4,225
4,90
3,91
1,29
2,145
2,24
2,210
0,37
1,17
0,20
0,126
0,111
4,30
4,65
3,22
0,26
3,25
1,20
3,38
1,154
0,46
3,279
4,24
0,488
3,39
0,108
1,241
3,78
4,181
3,140
0,40
4,32
1,52
4,57
3,99
0,189
4,50
4,35
4,22
2,90
1,59
0,56
4,37
0,19
3,31
2,275
0,189
4,116
0,193
4,68
1,83
1,52
2,63
3,20
4,92
1,419
1,31
4,56
2,272
4,48
1,31
2,78
3,140
3,49
3,30
4,76
2,463
1,166
2,147
2,57
3,55
3,261
1,78
3,38
2,51
1,58
4,35
0,70
4,42
1,300
3,43
1,24
4,138
2,110
0,93
1,261
2,63
1,38
1,18
3,106
4,14
2,77
2,59
1,469
4,14
3,141
4,70
3,116
4,24
1,152
3,131
4,81
0,36
3,60
2,54
2,159
2,20
0,115
0,557
4,146
1,206
2,101
1,312
1,37
0,93
0,129
3,33
1,239
0,819
3,245
1,298
4,63
3,19
4,112
1,101
3,65
2,248
3,159
4,36
4,21
0,101
3,95
0,176
1,35
2,168
3,40
1,152
4,28
3,37
1,33
1,29
3,17
1,172
2,116
3,88
2,205
0,240
1,18
3,109
0,90
0,256
0,56
0,223
2,99
2,48
1,62
2,162
3,100
0,223
0,135
2,162
0,85
1,83
0,158
3,264
4,41
0,182
3,78
4,79
4,75
4,188
2,105
1,40
1,200
4,63
4,85
2,51
0,309
3,220
0,189
1,119
3,84
4,27
0,108
2,159
4,168
2,189
4,660
3,75
1,203
0,348
2,306
1,10
4,374
4,89
4,42
1,209
4,95
4,36
4,75
1,34
0,35
2,98
2,98
2,68
3,135
4,9
2,75
3,74
0,150
4,144
0,355
4,82
2,97
4,27
3,168
4,23
0,27
4,62
3,192
0,73
4,59
2,128
4,146
0,82
4,88
1,38
0,29
0,41
1,108
1,21
2,52
4,70
0,225
4,53
3,208
2,60
1,53
3,51
4,53
1,161
3,83
4,47
2,183
0,183
3,35
4,111
0,43
1,348
3,89
4,35
4,29
1,136
3,74
3,192
4,40
1,81
1,312
2,112
3,19
4,117
2,222
0,25
2,797
3,207
1,556
2,41
3,138
3,82
1,199
4,85
4,136
1,102
2,105
2,301
4,78
1,257
0,283
1,27
4,54
3,68
0,217
2,18
4,106
1,241
4,50
4,45
1,289
4,122
0,112
1,157
1,332
3,94
1,76
0,52
4,37
0,621
1,28
1,44
0,32
1,63
2,63
1,90
0,226
4,72
1,50
0,629
3,41
0,24
1,209
1,48
4,60
4,96
4,47
3,55
4,65
3,31
1,31
4,64
1,443
2,168
2,31
4,23
2,177
1,195
1,32
1,64
3,34
1,240
2,487
0,297
2,303
1,188
4,31
3,93
1,182
2,422
0,148
2,31
3,79
3,354
2,63
0,70
2,247
3,43
4,37
2,247
0,104
2,148
2,238
2,132
1,56
3,69
2,205
1,93
4,88
1,101
0,289
0,52
3,248
0,87
2,325
4,35
4,18
1,234
4,55
1,233
2,31
1,142
4,86
4,29
2,109
4,47
4,62
0,85
1,67
1,37
3,90
3,926
3,31
3,241
4,150
4,58
4,31
4,173
3,55
2,207
0,195
1,57
2,87
2,63
1,184
1,104
4,112
2,327
4,39
0,262
2,70
3,77
4,391
1,401
3,82
2,80
4,57
0,33
2,203
0,70
2,256
2,66
2,21
2,138
3,251
0,229
1,74
1,135
0,31
3,169
3,36
1,32
4,72
4,53
3,54
1,120
1,203
0,109
2,75
2,55
1,296
3,232
3,117
2,213
1,74
1,85
1,103
1,92
3,156
4,40
3,34
1,63
3,24
3,126
0,226
4,19
0,91
1,122
0,35
1,181
1,75
4,100
0,53
0,35
0,126
3,122
0,123
1,115
4,124
1,193
2,21
3,32
3,209
3,49
3,38
4,53
4,389
4,125
1,180
0,89
3,40
0,91
4,82
2,31
1,414
3,72
3,115
4,30
4,186
0,193
3,138
0,84
2,109
3,55
3,345
2,21
0,70
2,129
2,67
2,208
1,69
4,139
3,29
3,64
2,153
2,136
2,50
3,16
1,79
1,102
2,49
3,17
3,160
0,1036
4,135
3,44
4,23
0,170
4,21
1,58
2,304
2,31
3,94
0,16
0,53
0,136
4,28
2,73
4,266
3,101
2,45
0,46
4,235
1,119
0,157
1,82
3,91
0,246
3,230
4,49
4,118
4,62
1,124
3,41
2,245
1,32
3,132
1,108
2,79
4,42
3,279
4,84
0,338
3,169
0,31
3,61
3,98
0,85
4,66
2,132
3,87
4,50
3,149
1,249
3,58
4,314
2,116
4,88
2,56
2,79
2,251
4,20
1,121
2,41
2,25
2,162
4,50
1,77
0,62
1,51
1,36
0,112
3,40
3,44
4,22
4,305
1,81
4,91
0,124
2,170
2,55
4,144
3,86
2,294
2,96
4,25
1,173
0,57
0,377
4,58
3,11
3,186
4,48
3,191
2,76
2,215
1,236
2,191
2,248
1,141
3,159
1,50
2,200
2,134
1,41
1,163
2,66
4,107
4,322
0,13
0,81
4,158
4,64
3,216
1,118
1,118
1,272
1,112
3,130
1,103
4,77
2,338
0,113
2,143
4,106
1,173
0,158
4,224
3,32
3,21
1,309
2,52
2,349
1,89
0,22
0,346
1,164
1,100
1,72
3,75
2,186
2,36
0,21
4,83
1,123
4,81
4,113
2,158
2,36
3,204
4,23
4,52
2,94
2,157
4,294
1,125
3,58
1,73
2,55
4,14
0,142
2,43
3,332
2,217
0,79
3,362
3,44
3,127
3,14
3,202
0,19
0,167
3,40
0,161
4,162
2,50
1,106
1,127
4,177
0,151
2,53
1,330
4,154
1,46
4,31
2,158
1,184
4,12
1,208
4,22
1,55
2,149
0,50
1,232
4,58
0,405
2,90
2,387
2,203
4,48
0,23
1,20
2,288
1,129
4,91
3,214
2,121
4,49
2,152
1,275
2,53
2,41
0,40
4,152
4,48
1,43
2,248
4,55
1,50
1,84
4,125
0,247
3,174
0,25
0,152
1,59
1,173
1,20
1,151
3,36
4,83
1,49
1,33
3,105
2,31
3,51
1,85
2,107
1,66
4,50
1,155
4,92
0,28
0,25
3,70
0,127
0,89
3,82
4,15
0,56
3,458
1,97
3,137
3,29
4,29
1,125
4,55
0,183
1,59
3,96
1,28
4,106
4,25
4,7
3,139
0,129
2,331
2,87
1,68
3,122
1,313
1,80
2,122
0,19
3,207
3,40
2,26
4,133
3,79
4,55
2,55
3,491
2,378
0,125
0,94
2,44
3,34
1,196
3,16
3,23
4,55
4,67
1,380
0,68
2,46
0,164
2,248
1,69
2,51
1,28
4,147
3,310
1,162
1,51
0,49
3,190
1,466
1,76
0,213
2,397
4,62
0,74
1,85
3,41
2,45
1,82
1,50
1,285
4,44
3,150
4,35
0,46
3,70
1,186
1,21
3,57
1,44
3,32
3,123
0,100
4,39
1,184
1,127
0,60
3,51
1,278
2,159
3,284
3,34
3,195
0,839
4,60
4,111
4,131
3,154
1,59
1,170
3,133
4,17
2,33
3,43
0,114
0,19
1,224
1,151
4,250
1,110
3,35
2,382
2,59
4,17
4,53
2,312
0,315
1,315
3,24
3,78
3,30
1,134
2,24
4,62
4,252
0,27
0,85
2,191
2,102
1,112
1,64
2,498
4,157
0,42
0,45
2,110
0,23
0,75
4,30
2,55
4,90
4,76
1,461
4,60
2,239
4,63
4,67
4,58
1,147
4,30
3,21
4,36
4,76
2,94
4,45
3,31
3,143
4,42
0,155
1,85
3,59
2,39
2,57
1,58
4,184
2,35
3,103
0,210
0,190
2,367
0,140
0,199
0,533
2,114
3,28
3,39
0,140
4,24
0,78
3,72
4,15
0,168
1,342
4,63
3,104
1,71
2,123
1,187
2,14
4,56
1,127
3,132
1,259
1,49
1,232
1,150
4,49
1,82
2,56
2,266
4,68
1,96
0,325
0,126
0,168
3,479
4,51
0,125
2,171
2,51
0,169
0,77
4,127
2,147
2,98
2,62
4,78
2,287
2,35
0,124
0,120
0,154
1,19
4,86
3,199
0,135
4,188
1,59
4,29
3,22
1,55
0,127
1,31
3,96
3,70
2,119
3,21
3,90
4,42
3,100
4,74
4,190
0,30
2,144
0,266
0,213
0,158
1,50
1,88
1,95
1,70
4,110
3,59
2,244
3,135
0,111
2,126
4,44
4,145
2,325
1,97
1,7
1,25
4,36
4,135
1,73
3,52
0,68
0,99
0,77
4,31
2,133
0,99
3,206
1,154
1,40
3,113
4,44
0,26
0,147
0,341
2,33
4,107
2,29
0,73
1,55
3,152
1,181
3,25
0,141
1,22
3,120
3,26
2,56
2,51
4,201
3,75
0,230
2,142
0,72
2,280
0,146
4,91
2,158
3,172
0,683
0,51
1,61
1,34
2,160
2,118
4,65
3,149
4,189
4,25
3,71
3,89
2,69
0,60
4,52
3,283
0,686
2,27
4,74
2,175
4,116
3,39
1,337
1,72
4,67
1,62
2,59
2,61
3,56
4,337
4,15
0,66
1,113
3,231
4,47
0,212
2,17
1,76
1,120
0,65
3,104
3,37
1,98
1,97
0,97
3,29
3,228
0,343
4,56
2,52
1,333
3,153
1,75
3,72
1,694
2,164
3,53
1,198
1,209
2,110
3,60
3,206
2,291
0,297
1,44
0,196
3,58
3,555
4,104
1,17
0,226
4,122
4,37
4,35
4,16
3,341
0,35
2,168
2,91
1,134
0,172
3,113
3,136
1,64
1,121
2,40
3,32
3,61
4,146
3,226
4,34
1,136
3,205
3,86
1,127
3,164
0,250
2,15
1,31
0,232
4,80
3,228
2,214
1,50
0,62
0,158
4,25
4,30
3,89
3,259
1,184
0,81
3,524
3,148
0,65
4,126
3,152
1,145
4,44
4,131
3,140
3,144
2,624
2,112
1,202
4,185
0,82
3,29
4,34
4,273
4,94
1,50
2,85
2,155
4,12
1,74
1,17
2,148
1,66
0,70
4,95
1,151
0,48
2,49
3,91
2,157
1,72
3,74
1,30
4,28
1,31
4,59
3,122
1,184
0,111
1,114
2,14
0,157
2,316
4,12
0,84
3,98
3,279
3,70
0,19
0,179
0,288
3,80
1,16
0,148
3,97
2,269
0,46
0,206
3,134
1,329
1,38
2,60
0,160
0,109
0,18
1,159
1,44
4,17
4,92
0,55
4,235
0,63
1,479
4,102
3,45
0,156
3,62
4,99
1,337
2,541
4,28
0,210
1,58
0,48
2,111
1,56
3,60
1,293
1,23
3,18
4,147
2,133
1,213
3,40
2,138
2,59
3,184
4,50
1,43
2,206
4,44
3,215
4,30
3,74
0,32
2,21
2,107
2,61
0,103
3,85
2,150
4,137
1,126
1,291
4,89
1,79
1,193
3,33
3,94
0,53
3,264
3,85
1,69
0,168
3,270
2,136
4,62
3,204
2,368
3,24
4,108
4,56
